kpi_id,service_id,month,avg_first_response_minutes,avg_resolution_hours,csat_score,escalation_rate_percent
kpi_0864,svc_communication,2026-12,10,21,4.2,3.0
kpi_0865,svc_credentialing,2026-01,11,22,4.25,3.8
kpi_0866,svc_auth_benefits,2026-02,12,23,4.3,4.6
kpi_0867,svc_billing_denials,2026-03,13,24,4.35,5.4
kpi_0868,svc_auditing,2026-04,14,25,4.4,6.2
kpi_0869,svc_customer_care,2026-05,4,26,4.45,7.0
kpi_0870,svc_digital_marketing,2026-06,5,27,4.0,7.8
kpi_0871,svc_financial_management,2026-07,6,28,4.05,8.6
kpi_0872,svc_communication,2026-08,7,29,4.1,3.0
kpi_0873,svc_credentialing,2026-09,8,30,4.15,3.8
kpi_0874,svc_auth_benefits,2026-10,9,31,4.2,4.6
kpi_0875,svc_billing_denials,2026-11,10,32,4.25,5.4
kpi_0876,svc_auditing,2026-12,11,33,4.3,6.2
kpi_0877,svc_customer_care,2026-01,12,34,4.35,7.0
kpi_0878,svc_digital_marketing,2026-02,13,35,4.4,7.8
kpi_0879,svc_financial_management,2026-03,14,36,4.45,8.6
kpi_0880,svc_communication,2026-04,4,37,4.0,3.0
kpi_0881,svc_credentialing,2026-05,5,38,4.05,3.8
kpi_0882,svc_auth_benefits,2026-06,6,39,4.1,4.6
kpi_0883,svc_billing_denials,2026-07,7,40,4.15,5.4
kpi_0884,svc_auditing,2026-08,8,41,4.2,6.2
kpi_0885,svc_customer_care,2026-09,9,42,4.25,7.0
kpi_0886,svc_digital_marketing,2026-10,10,43,4.3,7.8
kpi_0887,svc_financial_management,2026-11,11,44,4.35,8.6
kpi_0888,svc_communication,2026-12,12,8,4.4,3.0
kpi_0889,svc_credentialing,2026-01,13,9,4.45,3.8
kpi_0890,svc_auth_benefits,2026-02,14,10,4.0,4.6
kpi_0891,svc_billing_denials,2026-03,4,11,4.05,5.4
kpi_0892,svc_auditing,2026-04,5,12,4.1,6.2
kpi_0893,svc_customer_care,2026-05,6,13,4.15,7.0
kpi_0894,svc_digital_marketing,2026-06,7,14,4.2,7.8
kpi_0895,svc_financial_management,2026-07,8,15,4.25,8.6
kpi_0896,svc_communication,2026-08,9,16,4.3,3.0
kpi_0897,svc_credentialing,2026-09,10,17,4.35,3.8
kpi_0898,svc_auth_benefits,2026-10,11,18,4.4,4.6
kpi_0899,svc_billing_denials,2026-11,12,19,4.45,5.4
kpi_0900,svc_auditing,2026-12,13,20,4.0,6.2
kpi_0901,svc_customer_care,2026-01,14,21,4.05,7.0
kpi_0902,svc_digital_marketing,2026-02,4,22,4.1,7.8
kpi_0903,svc_financial_management,2026-03,5,23,4.15,8.6
kpi_0904,svc_communication,2026-04,6,24,4.2,3.0
kpi_0905,svc_credentialing,2026-05,7,25,4.25,3.8
kpi_0906,svc_auth_benefits,2026-06,8,26,4.3,4.6
kpi_0907,svc_billing_denials,2026-07,9,27,4.35,5.4
kpi_0908,svc_auditing,2026-08,10,28,4.4,6.2
kpi_0909,svc_customer_care,2026-09,11,29,4.45,7.0
kpi_0910,svc_digital_marketing,2026-10,12,30,4.0,7.8
kpi_0911,svc_financial_management,2026-11,13,31,4.05,8.6
kpi_0912,svc_communication,2026-12,14,32,4.1,3.0
kpi_0913,svc_credentialing,2026-01,4,33,4.15,3.8
kpi_0914,svc_auth_benefits,2026-02,5,34,4.2,4.6
kpi_0915,svc_billing_denials,2026-03,6,35,4.25,5.4
kpi_0916,svc_auditing,2026-04,7,36,4.3,6.2
kpi_0917,svc_customer_care,2026-05,8,37,4.35,7.0
kpi_0918,svc_digital_marketing,2026-06,9,38,4.4,7.8
kpi_0919,svc_financial_management,2026-07,10,39,4.45,8.6
kpi_0920,svc_communication,2026-08,11,40,4.0,3.0
kpi_0921,svc_credentialing,2026-09,12,41,4.05,3.8
kpi_0922,svc_auth_benefits,2026-10,13,42,4.1,4.6
kpi_0923,svc_billing_denials,2026-11,14,43,4.15,5.4
kpi_0924,svc_auditing,2026-12,4,44,4.2,6.2
kpi_0925,svc_customer_care,2026-01,5,8,4.25,7.0
kpi_0926,svc_digital_marketing,2026-02,6,9,4.3,7.8
kpi_0927,svc_financial_management,2026-03,7,10,4.35,8.6
kpi_0928,svc_communication,2026-04,8,11,4.4,3.0
kpi_0929,svc_credentialing,2026-05,9,12,4.45,3.8
kpi_0930,svc_auth_benefits,2026-06,10,13,4.0,4.6
kpi_0931,svc_billing_denials,2026-07,11,14,4.05,5.4
kpi_0932,svc_auditing,2026-08,12,15,4.1,6.2
kpi_0933,svc_customer_care,2026-09,13,16,4.15,7.0
kpi_0934,svc_digital_marketing,2026-10,14,17,4.2,7.8
kpi_0935,svc_financial_management,2026-11,4,18,4.25,8.6
kpi_0936,svc_communication,2026-12,5,19,4.3,3.0
kpi_0937,svc_credentialing,2026-01,6,20,4.35,3.8
kpi_0938,svc_auth_benefits,2026-02,7,21,4.4,4.6
kpi_0939,svc_billing_denials,2026-03,8,22,4.45,5.4
kpi_0940,svc_auditing,2026-04,9,23,4.0,6.2
kpi_0941,svc_customer_care,2026-05,10,24,4.05,7.0
kpi_0942,svc_digital_marketing,2026-06,11,25,4.1,7.8
kpi_0943,svc_financial_management,2026-07,12,26,4.15,8.6
kpi_0944,svc_communication,2026-08,13,27,4.2,3.0
kpi_0945,svc_credentialing,2026-09,14,28,4.25,3.8
kpi_0946,svc_auth_benefits,2026-10,4,29,4.3,4.6
kpi_0947,svc_billing_denials,2026-11,5,30,4.35,5.4
kpi_0948,svc_auditing,2026-12,6,31,4.4,6.2
kpi_0949,svc_customer_care,2026-01,7,32,4.45,7.0
kpi_0950,svc_digital_marketing,2026-02,8,33,4.0,7.8
kpi_0951,svc_financial_management,2026-03,9,34,4.05,8.6
kpi_0952,svc_communication,2026-04,10,35,4.1,3.0
kpi_0953,svc_credentialing,2026-05,11,36,4.15,3.8
kpi_0954,svc_auth_benefits,2026-06,12,37,4.2,4.6
kpi_0955,svc_billing_denials,2026-07,13,38,4.25,5.4
kpi_0956,svc_auditing,2026-08,14,39,4.3,6.2
kpi_0957,svc_customer_care,2026-09,4,40,4.35,7.0
kpi_0958,svc_digital_marketing,2026-10,5,41,4.4,7.8
kpi_0959,svc_financial_management,2026-11,6,42,4.45,8.6
kpi_0960,svc_communication,2026-12,7,43,4.0,3.0
kpi_0961,svc_credentialing,2026-01,8,44,4.05,3.8
kpi_0962,svc_auth_benefits,2026-02,9,8,4.1,4.6
kpi_0963,svc_billing_denials,2026-03,10,9,4.15,5.4
kpi_0964,svc_auditing,2026-04,11,10,4.2,6.2
kpi_0965,svc_customer_care,2026-05,12,11,4.25,7.0
kpi_0966,svc_digital_marketing,2026-06,13,12,4.3,7.8
kpi_0967,svc_financial_management,2026-07,14,13,4.35,8.6
kpi_0968,svc_communication,2026-08,4,14,4.4,3.0
kpi_0969,svc_credentialing,2026-09,5,15,4.45,3.8
kpi_0970,svc_auth_benefits,2026-10,6,16,4.0,4.6
kpi_0971,svc_billing_denials,2026-11,7,17,4.05,5.4
kpi_0972,svc_auditing,2026-12,8,18,4.1,6.2
kpi_0973,svc_customer_care,2026-01,9,19,4.15,7.0
kpi_0974,svc_digital_marketing,2026-02,10,20,4.2,7.8
kpi_0975,svc_financial_management,2026-03,11,21,4.25,8.6
kpi_0976,svc_communication,2026-04,12,22,4.3,3.0
kpi_0977,svc_credentialing,2026-05,13,23,4.35,3.8
kpi_0978,svc_auth_benefits,2026-06,14,24,4.4,4.6
kpi_0979,svc_billing_denials,2026-07,4,25,4.45,5.4
kpi_0980,svc_auditing,2026-08,5,26,4.0,6.2
kpi_0981,svc_customer_care,2026-09,6,27,4.05,7.0
kpi_0982,svc_digital_marketing,2026-10,7,28,4.1,7.8
kpi_0983,svc_financial_management,2026-11,8,29,4.15,8.6
kpi_0984,svc_communication,2026-12,9,30,4.2,3.0
kpi_0985,svc_credentialing,2026-01,10,31,4.25,3.8
kpi_0986,svc_auth_benefits,2026-02,11,32,4.3,4.6
kpi_0987,svc_billing_denials,2026-03,12,33,4.35,5.4
kpi_0988,svc_auditing,2026-04,13,34,4.4,6.2
kpi_0989,svc_customer_care,2026-05,14,35,4.45,7.0
kpi_0990,svc_digital_marketing,2026-06,4,36,4.0,7.8
kpi_0991,svc_financial_management,2026-07,5,37,4.05,8.6
kpi_0992,svc_communication,2026-08,6,38,4.1,3.0
kpi_0993,svc_credentialing,2026-09,7,39,4.15,3.8
kpi_0994,svc_auth_benefits,2026-10,8,40,4.2,4.6
kpi_0995,svc_billing_denials,2026-11,9,41,4.25,5.4
kpi_0996,svc_auditing,2026-12,10,42,4.3,6.2
kpi_0997,svc_customer_care,2026-01,11,43,4.35,7.0
kpi_0998,svc_digital_marketing,2026-02,12,44,4.4,7.8
kpi_0999,svc_financial_management,2026-03,13,8,4.45,8.6
kpi_1000,svc_communication,2026-04,14,9,4.0,3.0
kpi_1001,svc_credentialing,2026-05,4,10,4.05,3.8
kpi_1002,svc_auth_benefits,2026-06,5,11,4.1,4.6
kpi_1003,svc_billing_denials,2026-07,6,12,4.15,5.4
kpi_1004,svc_auditing,2026-08,7,13,4.2,6.2
kpi_1005,svc_customer_care,2026-09,8,14,4.25,7.0
kpi_1006,svc_digital_marketing,2026-10,9,15,4.3,7.8
kpi_1007,svc_financial_management,2026-11,10,16,4.35,8.6
kpi_1008,svc_communication,2026-12,11,17,4.4,3.0
kpi_1009,svc_credentialing,2026-01,12,18,4.45,3.8
kpi_1010,svc_auth_benefits,2026-02,13,19,4.0,4.6
kpi_1011,svc_billing_denials,2026-03,14,20,4.05,5.4
kpi_1012,svc_auditing,2026-04,4,21,4.1,6.2
kpi_1013,svc_customer_care,2026-05,5,22,4.15,7.0
kpi_1014,svc_digital_marketing,2026-06,6,23,4.2,7.8
kpi_1015,svc_financial_management,2026-07,7,24,4.25,8.6
kpi_1016,svc_communication,2026-08,8,25,4.3,3.0
kpi_1017,svc_credentialing,2026-09,9,26,4.35,3.8
kpi_1018,svc_auth_benefits,2026-10,10,27,4.4,4.6
kpi_1019,svc_billing_denials,2026-11,11,28,4.45,5.4
kpi_1020,svc_auditing,2026-12,12,29,4.0,6.2
kpi_1021,svc_customer_care,2026-01,13,30,4.05,7.0
kpi_1022,svc_digital_marketing,2026-02,14,31,4.1,7.8
kpi_1023,svc_financial_management,2026-03,4,32,4.15,8.6
kpi_1024,svc_communication,2026-04,5,33,4.2,3.0
kpi_1025,svc_credentialing,2026-05,6,34,4.25,3.8
kpi_1026,svc_auth_benefits,2026-06,7,35,4.3,4.6
kpi_1027,svc_billing_denials,2026-07,8,36,4.35,5.4
kpi_1028,svc_auditing,2026-08,9,37,4.4,6.2
kpi_1029,svc_customer_care,2026-09,10,38,4.45,7.0
kpi_1030,svc_digital_marketing,2026-10,11,39,4.0,7.8
kpi_1031,svc_financial_management,2026-11,12,40,4.05,8.6
kpi_1032,svc_communication,2026-12,13,41,4.1,3.0
kpi_1033,svc_credentialing,2026-01,14,42,4.15,3.8
kpi_1034,svc_auth_benefits,2026-02,4,43,4.2,4.6
kpi_1035,svc_billing_denials,2026-03,5,44,4.25,5.4
kpi_1036,svc_auditing,2026-04,6,8,4.3,6.2
kpi_1037,svc_customer_care,2026-05,7,9,4.35,7.0
kpi_1038,svc_digital_marketing,2026-06,8,10,4.4,7.8
kpi_1039,svc_financial_management,2026-07,9,11,4.45,8.6
kpi_1040,svc_communication,2026-08,10,12,4.0,3.0
kpi_1041,svc_credentialing,2026-09,11,13,4.05,3.8
kpi_1042,svc_auth_benefits,2026-10,12,14,4.1,4.6
kpi_1043,svc_billing_denials,2026-11,13,15,4.15,5.4
kpi_1044,svc_auditing,2026-12,14,16,4.2,6.2
kpi_1045,svc_customer_care,2026-01,4,17,4.25,7.0
kpi_1046,svc_digital_marketing,2026-02,5,18,4.3,7.8
kpi_1047,svc_financial_management,2026-03,6,19,4.35,8.6
kpi_1048,svc_communication,2026-04,7,20,4.4,3.0
kpi_1049,svc_credentialing,2026-05,8,21,4.45,3.8
kpi_1050,svc_auth_benefits,2026-06,9,22,4.0,4.6
kpi_1051,svc_billing_denials,2026-07,10,23,4.05,5.4
kpi_1052,svc_auditing,2026-08,11,24,4.1,6.2
kpi_1053,svc_customer_care,2026-09,12,25,4.15,7.0
kpi_1054,svc_digital_marketing,2026-10,13,26,4.2,7.8
kpi_1055,svc_financial_management,2026-11,14,27,4.25,8.6
kpi_1056,svc_communication,2026-12,4,28,4.3,3.0
kpi_1057,svc_credentialing,2026-01,5,29,4.35,3.8
kpi_1058,svc_auth_benefits,2026-02,6,30,4.4,4.6
kpi_1059,svc_billing_denials,2026-03,7,31,4.45,5.4
kpi_1060,svc_auditing,2026-04,8,32,4.0,6.2
kpi_1061,svc_customer_care,2026-05,9,33,4.05,7.0
kpi_1062,svc_digital_marketing,2026-06,10,34,4.1,7.8
kpi_1063,svc_financial_management,2026-07,11,35,4.15,8.6
kpi_1064,svc_communication,2026-08,12,36,4.2,3.0
kpi_1065,svc_credentialing,2026-09,13,37,4.25,3.8
kpi_1066,svc_auth_benefits,2026-10,14,38,4.3,4.6
kpi_1067,svc_billing_denials,2026-11,4,39,4.35,5.4
kpi_1068,svc_auditing,2026-12,5,40,4.4,6.2
kpi_1069,svc_customer_care,2026-01,6,41,4.45,7.0
kpi_1070,svc_digital_marketing,2026-02,7,42,4.0,7.8
kpi_1071,svc_financial_management,2026-03,8,43,4.05,8.6
kpi_1072,svc_communication,2026-04,9,44,4.1,3.0
kpi_1073,svc_credentialing,2026-05,10,8,4.15,3.8
kpi_1074,svc_auth_benefits,2026-06,11,9,4.2,4.6
kpi_1075,svc_billing_denials,2026-07,12,10,4.25,5.4
kpi_1076,svc_auditing,2026-08,13,11,4.3,6.2
kpi_1077,svc_customer_care,2026-09,14,12,4.35,7.0
kpi_1078,svc_digital_marketing,2026-10,4,13,4.4,7.8
kpi_1079,svc_financial_management,2026-11,5,14,4.45,8.6
kpi_1080,svc_communication,2026-12,6,15,4.0,3.0
kpi_1081,svc_credentialing,2026-01,7,16,4.05,3.8
kpi_1082,svc_auth_benefits,2026-02,8,17,4.1,4.6
kpi_1083,svc_billing_denials,2026-03,9,18,4.15,5.4
kpi_1084,svc_auditing,2026-04,10,19,4.2,6.2
kpi_1085,svc_customer_care,2026-05,11,20,4.25,7.0
kpi_1086,svc_digital_marketing,2026-06,12,21,4.3,7.8
kpi_1087,svc_financial_management,2026-07,13,22,4.35,8.6
kpi_1088,svc_communication,2026-08,14,23,4.4,3.0
kpi_1089,svc_credentialing,2026-09,4,24,4.45,3.8
kpi_1090,svc_auth_benefits,2026-10,5,25,4.0,4.6
kpi_1091,svc_billing_denials,2026-11,6,26,4.05,5.4
kpi_1092,svc_auditing,2026-12,7,27,4.1,6.2
kpi_1093,svc_customer_care,2026-01,8,28,4.15,7.0
kpi_1094,svc_digital_marketing,2026-02,9,29,4.2,7.8
kpi_1095,svc_financial_management,2026-03,10,30,4.25,8.6
kpi_1096,svc_communication,2026-04,11,31,4.3,3.0
kpi_1097,svc_credentialing,2026-05,12,32,4.35,3.8
kpi_1098,svc_auth_benefits,2026-06,13,33,4.4,4.6
kpi_1099,svc_billing_denials,2026-07,14,34,4.45,5.4
kpi_1100,svc_auditing,2026-08,4,35,4.0,6.2
kpi_1101,svc_customer_care,2026-09,5,36,4.05,7.0
kpi_1102,svc_digital_marketing,2026-10,6,37,4.1,7.8
kpi_1103,svc_financial_management,2026-11,7,38,4.15,8.6
kpi_1104,svc_communication,2026-12,8,39,4.2,3.0
kpi_1105,svc_credentialing,2026-01,9,40,4.25,3.8
kpi_1106,svc_auth_benefits,2026-02,10,41,4.3,4.6
kpi_1107,svc_billing_denials,2026-03,11,42,4.35,5.4
kpi_1108,svc_auditing,2026-04,12,43,4.4,6.2
kpi_1109,svc_customer_care,2026-05,13,44,4.45,7.0
kpi_1110,svc_digital_marketing,2026-06,14,8,4.0,7.8
kpi_1111,svc_financial_management,2026-07,4,9,4.05,8.6
kpi_1112,svc_communication,2026-08,5,10,4.1,3.0
kpi_1113,svc_credentialing,2026-09,6,11,4.15,3.8
kpi_1114,svc_auth_benefits,2026-10,7,12,4.2,4.6
kpi_1115,svc_billing_denials,2026-11,8,13,4.25,5.4
kpi_1116,svc_auditing,2026-12,9,14,4.3,6.2
kpi_1117,svc_customer_care,2026-01,10,15,4.35,7.0
kpi_1118,svc_digital_marketing,2026-02,11,16,4.4,7.8
kpi_1119,svc_financial_management,2026-03,12,17,4.45,8.6
kpi_1120,svc_communication,2026-04,13,18,4.0,3.0
kpi_1121,svc_credentialing,2026-05,14,19,4.05,3.8
kpi_1122,svc_auth_benefits,2026-06,4,20,4.1,4.6
kpi_1123,svc_billing_denials,2026-07,5,21,4.15,5.4
kpi_1124,svc_auditing,2026-08,6,22,4.2,6.2
kpi_1125,svc_customer_care,2026-09,7,23,4.25,7.0
kpi_1126,svc_digital_marketing,2026-10,8,24,4.3,7.8
kpi_1127,svc_financial_management,2026-11,9,25,4.35,8.6
kpi_1128,svc_communication,2026-12,10,26,4.4,3.0
kpi_1129,svc_credentialing,2026-01,11,27,4.45,3.8
kpi_1130,svc_auth_benefits,2026-02,12,28,4.0,4.6
kpi_1131,svc_billing_denials,2026-03,13,29,4.05,5.4
kpi_1132,svc_auditing,2026-04,14,30,4.1,6.2
kpi_1133,svc_customer_care,2026-05,4,31,4.15,7.0
kpi_1134,svc_digital_marketing,2026-06,5,32,4.2,7.8
kpi_1135,svc_financial_management,2026-07,6,33,4.25,8.6
kpi_1136,svc_communication,2026-08,7,34,4.3,3.0
kpi_1137,svc_credentialing,2026-09,8,35,4.35,3.8
kpi_1138,svc_auth_benefits,2026-10,9,36,4.4,4.6
kpi_1139,svc_billing_denials,2026-11,10,37,4.45,5.4
kpi_1140,svc_auditing,2026-12,11,38,4.0,6.2
kpi_1141,svc_customer_care,2026-01,12,39,4.05,7.0
kpi_1142,svc_digital_marketing,2026-02,13,40,4.1,7.8
kpi_1143,svc_financial_management,2026-03,14,41,4.15,8.6
kpi_1144,svc_communication,2026-04,4,42,4.2,3.0
kpi_1145,svc_credentialing,2026-05,5,43,4.25,3.8
kpi_1146,svc_auth_benefits,2026-06,6,44,4.3,4.6
kpi_1147,svc_billing_denials,2026-07,7,8,4.35,5.4
kpi_1148,svc_auditing,2026-08,8,9,4.4,6.2
kpi_1149,svc_customer_care,2026-09,9,10,4.45,7.0
kpi_1150,svc_digital_marketing,2026-10,10,11,4.0,7.8
kpi_1151,svc_financial_management,2026-11,11,12,4.05,8.6
kpi_1152,svc_communication,2026-12,12,13,4.1,3.0
kpi_1153,svc_credentialing,2026-01,13,14,4.15,3.8
kpi_1154,svc_auth_benefits,2026-02,14,15,4.2,4.6
kpi_1155,svc_billing_denials,2026-03,4,16,4.25,5.4
kpi_1156,svc_auditing,2026-04,5,17,4.3,6.2
kpi_1157,svc_customer_care,2026-05,6,18,4.35,7.0
kpi_1158,svc_digital_marketing,2026-06,7,19,4.4,7.8
kpi_1159,svc_financial_management,2026-07,8,20,4.45,8.6
kpi_1160,svc_communication,2026-08,9,21,4.0,3.0
kpi_1161,svc_credentialing,2026-09,10,22,4.05,3.8
kpi_1162,svc_auth_benefits,2026-10,11,23,4.1,4.6
kpi_1163,svc_billing_denials,2026-11,12,24,4.15,5.4
kpi_1164,svc_auditing,2026-12,13,25,4.2,6.2
kpi_1165,svc_customer_care,2026-01,14,26,4.25,7.0
kpi_1166,svc_digital_marketing,2026-02,4,27,4.3,7.8
kpi_1167,svc_financial_management,2026-03,5,28,4.35,8.6
kpi_1168,svc_communication,2026-04,6,29,4.4,3.0
kpi_1169,svc_credentialing,2026-05,7,30,4.45,3.8
kpi_1170,svc_auth_benefits,2026-06,8,31,4.0,4.6
kpi_1171,svc_billing_denials,2026-07,9,32,4.05,5.4
kpi_1172,svc_auditing,2026-08,10,33,4.1,6.2
kpi_1173,svc_customer_care,2026-09,11,34,4.15,7.0
kpi_1174,svc_digital_marketing,2026-10,12,35,4.2,7.8
kpi_1175,svc_financial_management,2026-11,13,36,4.25,8.6
kpi_1176,svc_communication,2026-12,14,37,4.3,3.0
kpi_1177,svc_credentialing,2026-01,4,38,4.35,3.8
kpi_1178,svc_auth_benefits,2026-02,5,39,4.4,4.6
kpi_1179,svc_billing_denials,2026-03,6,40,4.45,5.4
kpi_1180,svc_auditing,2026-04,7,41,4.0,6.2
kpi_1181,svc_customer_care,2026-05,8,42,4.05,7.0
kpi_1182,svc_digital_marketing,2026-06,9,43,4.1,7.8
kpi_1183,svc_financial_management,2026-07,10,44,4.15,8.6
kpi_1184,svc_communication,2026-08,11,8,4.2,3.0
kpi_1185,svc_credentialing,2026-09,12,9,4.25,3.8
kpi_1186,svc_auth_benefits,2026-10,13,10,4.3,4.6
kpi_1187,svc_billing_denials,2026-11,14,11,4.35,5.4
kpi_1188,svc_auditing,2026-12,4,12,4.4,6.2
kpi_1189,svc_customer_care,2026-01,5,13,4.45,7.0
kpi_1190,svc_digital_marketing,2026-02,6,14,4.0,7.8
kpi_1191,svc_financial_management,2026-03,7,15,4.05,8.6
kpi_1192,svc_communication,2026-04,8,16,4.1,3.0
kpi_1193,svc_credentialing,2026-05,9,17,4.15,3.8
kpi_1194,svc_auth_benefits,2026-06,10,18,4.2,4.6
kpi_1195,svc_billing_denials,2026-07,11,19,4.25,5.4
kpi_1196,svc_auditing,2026-08,12,20,4.3,6.2
kpi_1197,svc_customer_care,2026-09,13,21,4.35,7.0
kpi_1198,svc_digital_marketing,2026-10,14,22,4.4,7.8
kpi_1199,svc_financial_management,2026-11,4,23,4.45,8.6
kpi_1200,svc_communication,2026-12,5,24,4.0,3.0
kpi_1201,svc_credentialing,2026-01,6,25,4.05,3.8
kpi_1202,svc_auth_benefits,2026-02,7,26,4.1,4.6
kpi_1203,svc_billing_denials,2026-03,8,27,4.15,5.4
kpi_1204,svc_auditing,2026-04,9,28,4.2,6.2
kpi_1205,svc_customer_care,2026-05,10,29,4.25,7.0
kpi_1206,svc_digital_marketing,2026-06,11,30,4.3,7.8
kpi_1207,svc_financial_management,2026-07,12,31,4.35,8.6
kpi_1208,svc_communication,2026-08,13,32,4.4,3.0
kpi_1209,svc_credentialing,2026-09,14,33,4.45,3.8
kpi_1210,svc_auth_benefits,2026-10,4,34,4.0,4.6
kpi_1211,svc_billing_denials,2026-11,5,35,4.05,5.4
kpi_1212,svc_auditing,2026-12,6,36,4.1,6.2
kpi_1213,svc_customer_care,2026-01,7,37,4.15,7.0
kpi_1214,svc_digital_marketing,2026-02,8,38,4.2,7.8
kpi_1215,svc_financial_management,2026-03,9,39,4.25,8.6
kpi_1216,svc_communication,2026-04,10,40,4.3,3.0
kpi_1217,svc_credentialing,2026-05,11,41,4.35,3.8
kpi_1218,svc_auth_benefits,2026-06,12,42,4.4,4.6
kpi_1219,svc_billing_denials,2026-07,13,43,4.45,5.4
kpi_1220,svc_auditing,2026-08,14,44,4.0,6.2
kpi_1221,svc_customer_care,2026-09,4,8,4.05,7.0
kpi_1222,svc_digital_marketing,2026-10,5,9,4.1,7.8
kpi_1223,svc_financial_management,2026-11,6,10,4.15,8.6
kpi_1224,svc_communication,2026-12,7,11,4.2,3.0
kpi_1225,svc_credentialing,2026-01,8,12,4.25,3.8
kpi_1226,svc_auth_benefits,2026-02,9,13,4.3,4.6
kpi_1227,svc_billing_denials,2026-03,10,14,4.35,5.4
kpi_1228,svc_auditing,2026-04,11,15,4.4,6.2
kpi_1229,svc_customer_care,2026-05,12,16,4.45,7.0
kpi_1230,svc_digital_marketing,2026-06,13,17,4.0,7.8
kpi_1231,svc_financial_management,2026-07,14,18,4.05,8.6
kpi_1232,svc_communication,2026-08,4,19,4.1,3.0
kpi_1233,svc_credentialing,2026-09,5,20,4.15,3.8
kpi_1234,svc_auth_benefits,2026-10,6,21,4.2,4.6
kpi_1235,svc_billing_denials,2026-11,7,22,4.25,5.4
kpi_1236,svc_auditing,2026-12,8,23,4.3,6.2
kpi_1237,svc_customer_care,2026-01,9,24,4.35,7.0
kpi_1238,svc_digital_marketing,2026-02,10,25,4.4,7.8
kpi_1239,svc_financial_management,2026-03,11,26,4.45,8.6
kpi_1240,svc_communication,2026-04,12,27,4.0,3.0
kpi_1241,svc_credentialing,2026-05,13,28,4.05,3.8
kpi_1242,svc_auth_benefits,2026-06,14,29,4.1,4.6
kpi_1243,svc_billing_denials,2026-07,4,30,4.15,5.4
kpi_1244,svc_auditing,2026-08,5,31,4.2,6.2
kpi_1245,svc_customer_care,2026-09,6,32,4.25,7.0
kpi_1246,svc_digital_marketing,2026-10,7,33,4.3,7.8
kpi_1247,svc_financial_management,2026-11,8,34,4.35,8.6
kpi_1248,svc_communication,2026-12,9,35,4.4,3.0
kpi_1249,svc_credentialing,2026-01,10,36,4.45,3.8
kpi_1250,svc_auth_benefits,2026-02,11,37,4.0,4.6
kpi_1251,svc_billing_denials,2026-03,12,38,4.05,5.4
kpi_1252,svc_auditing,2026-04,13,39,4.1,6.2
kpi_1253,svc_customer_care,2026-05,14,40,4.15,7.0
kpi_1254,svc_digital_marketing,2026-06,4,41,4.2,7.8
kpi_1255,svc_financial_management,2026-07,5,42,4.25,8.6
kpi_1256,svc_communication,2026-08,6,43,4.3,3.0
kpi_1257,svc_credentialing,2026-09,7,44,4.35,3.8
kpi_1258,svc_auth_benefits,2026-10,8,8,4.4,4.6
kpi_1259,svc_billing_denials,2026-11,9,9,4.45,5.4
kpi_1260,svc_auditing,2026-12,10,10,4.0,6.2
kpi_1261,svc_customer_care,2026-01,11,11,4.05,7.0
kpi_1262,svc_digital_marketing,2026-02,12,12,4.1,7.8
kpi_1263,svc_financial_management,2026-03,13,13,4.15,8.6
kpi_1264,svc_communication,2026-04,14,14,4.2,3.0
kpi_1265,svc_credentialing,2026-05,4,15,4.25,3.8
kpi_1266,svc_auth_benefits,2026-06,5,16,4.3,4.6
kpi_1267,svc_billing_denials,2026-07,6,17,4.35,5.4
kpi_1268,svc_auditing,2026-08,7,18,4.4,6.2
kpi_1269,svc_customer_care,2026-09,8,19,4.45,7.0
kpi_1270,svc_digital_marketing,2026-10,9,20,4.0,7.8
kpi_1271,svc_financial_management,2026-11,10,21,4.05,8.6
kpi_1272,svc_communication,2026-12,11,22,4.1,3.0
kpi_1273,svc_credentialing,2026-01,12,23,4.15,3.8
kpi_1274,svc_auth_benefits,2026-02,13,24,4.2,4.6
kpi_1275,svc_billing_denials,2026-03,14,25,4.25,5.4
kpi_1276,svc_auditing,2026-04,4,26,4.3,6.2
kpi_1277,svc_customer_care,2026-05,5,27,4.35,7.0
kpi_1278,svc_digital_marketing,2026-06,6,28,4.4,7.8
kpi_1279,svc_financial_management,2026-07,7,29,4.45,8.6
kpi_1280,svc_communication,2026-08,8,30,4.0,3.0
kpi_1281,svc_credentialing,2026-09,9,31,4.05,3.8
kpi_1282,svc_auth_benefits,2026-10,10,32,4.1,4.6
kpi_1283,svc_billing_denials,2026-11,11,33,4.15,5.4
kpi_1284,svc_auditing,2026-12,12,34,4.2,6.2
kpi_1285,svc_customer_care,2026-01,13,35,4.25,7.0
kpi_1286,svc_digital_marketing,2026-02,14,36,4.3,7.8
kpi_1287,svc_financial_management,2026-03,4,37,4.35,8.6
kpi_1288,svc_communication,2026-04,5,38,4.4,3.0
kpi_1289,svc_credentialing,2026-05,6,39,4.45,3.8
kpi_1290,svc_auth_benefits,2026-06,7,40,4.0,4.6
kpi_1291,svc_billing_denials,2026-07,8,41,4.05,5.4
kpi_1292,svc_auditing,2026-08,9,42,4.1,6.2
kpi_1293,svc_customer_care,2026-09,10,43,4.15,7.0
kpi_1294,svc_digital_marketing,2026-10,11,44,4.2,7.8
kpi_1295,svc_financial_management,2026-11,12,8,4.25,8.6
